/* DATA DESCRIPTION:
Citation:	Buchmann, Nina; Temperton, Vicky (2015): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2003). PANGAEA, https://doi.org/10.1594/PANGAEA.846317, 
	DATE/TIME START: 2003-01-01T00:00:00 * DATE/TIME END: 2003-12-31T00:00:00
	MINIMUM HEIGHT above ground: 0.485 m * MAXIMUM HEIGHT above ground: 0.485 m
Event(s):	JenExp_2003 (Jena Experiment 2003) * LATITUDE: 50.946100 * LONGITUDE: 11.611300 * DATE/TIME START: 2003-01-01T00:00:00 * DATE/TIME END: 2003-12-31T00:00:00 * LOCATION: Thuringia, Germany * DEVICE: Experiment (EXP)
Comment:	The main experiment on the field site of the Jena Experiment comprises a split-plot design in which additional treatments (e.g. no weeding allowing for invasion of other species, or application of fertilizer) have been applied to subplots along the outer margin of the plots (see Treatment description in the section "further details"). While in this dataset only data from the core area (mown and weeding of all none-sown species twice a year, no additional treatments) is reported, all potential treatments are listed as the first parameters in the data file to guarantee compatibility with other datasets that include different treatments. 
	There are two types of missing values contained in the dataset. Empty cells represent missing values that result from the design of the experiment when the respective value does not occur and could thus not be measured. For example, in the columns of species-specific biomass cells are left blank, when the species was not sown into the respective plot. Missing values that resulted from methodological problems, sampling errors, or lost samples/data are marked with "-9999".
	To calculate plot and annual means from the species specific biomass given per subsample it is important to be aware of the special missing values in the data set. Plots with single missing values indicated by "-9999", result in a difference between the following means: (1) first sum up species specific biomass per subsample for all contained species to calculated a sown species community biomass per subsample and then average the values over the subsamples per plot or (2) first average species specific biomass over subplots to get an average species specific biomass per plot and then sum these averages for all contained species to get an overall plot mean. 
	For all biomass harvests in 2003, the biomass subsample number 4 was collected in an extra carefully weeded subplot of the core area, e.g. weeding of this area was performed by a few very well trained people in a short period of time while the rest of the large plots was weeded by a large number of trained but less experienced student helpers and took up to three weeks per campaign.
	For the species specific biomass, only the values of the four individual subsamples and no means are given. For weeds, on the other hand, only the mean of the four subsamples is given. 
	This datasets is part of a time series of biomass measurements in the Main Experiment since 2002 (doi:10.1594/PANGAEA.866358).
Parameter(s):	Experimental plot (Experimental plot) * COMMENT: Detailed explanations of plots and the plant diversity gradient are provided in the section "further details".
	Height above ground, minimum [m] (Height min) * COMMENT: Vegetation was cut in 3cm above the soil surface.
	Height above ground, maximum [m] (Height max) * COMMENT: Rough approximation of maximum vegetation height
	HEIGHT above ground [m] (Height) * GEOCODE * COMMENT: Average of min and max value
	Date/time start (Date/time start) * COMMENT: Of sampling campaign
	Date/time end (Date/time end) * COMMENT: Of sampling campaign
	Replicate (Replicate) * COMMENT: Speciefies if multiple samples per plot have been taken and are provided in the data file.
	Treatment: mowing (Treat mow) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: weeding (Treat weed) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: weeding history (Treat weed hist) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: seed addition (Treat seed add) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: fertilizing (Treat fert) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: drought (Treat drought) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: above ground: pesticide (Treat above ground pest) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: below pesticide (Treat below pest) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: molluscide (Treat mollus) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: nematicide (Treat nema) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: eartworm exclosure (Treat eartworm excl) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: phytometers (Treat phyto) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: special (Treat special) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Unidentified plant material, biomass as dry weight [g/m**2] (Unid plant mat biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Dead plant material, biomass as dry weight [g/m**2] (Dead plant mat biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Sown plant community, biomass as dry weight [g/m**2] (Sown plant biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Weeds plant community, biomass as dry weight [g/m**2] (Weeds biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Alopecurus pratensis, biomass as dry weight [g/m**2] (A. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Anthoxanthum odoratum, biomass as dry weight [g/m**2] (A. odoratum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Arrhenatherum elatius, biomass as dry weight [g/m**2] (A. elatius biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Avenula pubescens, biomass as dry weight [g/m**2] (A. pubescens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bromus erectus, biomass as dry weight [g/m**2] (B. erectus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bromus hordeaceus, biomass as dry weight [g/m**2] (B. hordeaceus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cynosurus cristatus, biomass as dry weight [g/m**2] (C. cristatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Dactylis glomerata, biomass as dry weight [g/m**2] (D. glomerata biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Festuca pratensis, biomass as dry weight [g/m**2] (F. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Festuca rubra, biomass as dry weight [g/m**2] (F. rubra biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Holcus lanatus, biomass as dry weight [g/m**2] (H. lanatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Luzula campestris, biomass as dry weight [g/m**2] (L. campestris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Phleum pratense, biomass as dry weight [g/m**2] (P. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Poa pratensis, biomass as dry weight [g/m**2] (P. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Poa trivialis, biomass as dry weight [g/m**2] (P. trivialis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trisetum flavescens, biomass as dry weight [g/m**2] (T. flavescens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ajuga reptans, biomass as dry weight [g/m**2] (A. reptans biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bellis perennis, biomass as dry weight [g/m**2] (B. perennis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Glechoma hederacea, biomass as dry weight [g/m**2] (G. hederacea biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leontodon autumnalis, biomass as dry weight [g/m**2] (L. autumnalis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leontodon hispidus, biomass as dry weight [g/m**2] (L. hispidus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Plantago lanceolata, biomass as dry weight [g/m**2] (P. lanceolata biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Plantago media, biomass as dry weight [g/m**2] (P. media biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Primula veris, biomass as dry weight [g/m**2] (P. veris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Prunella vulgaris, biomass as dry weight [g/m**2] (P. vulgaris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ranunculus repens, biomass as dry weight [g/m**2] (R. repens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Taraxacum officinale, biomass as dry weight [g/m**2] (T. officinale biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Veronica chamaedrys, biomass as dry weight [g/m**2] (V. chamaedrys biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Achillea millefolium, biomass as dry weight [g/m**2] (A. millefolium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Anthriscus sylvestris, biomass as dry weight [g/m**2] (A. sylvestris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Campanula patula, biomass as dry weight [g/m**2] (C. patula biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Carum carvi, biomass as dry weight [g/m**2] (C. carvi biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cardamine pratensis, biomass as dry weight [g/m**2] (C. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Centaurea jacea, biomass as dry weight [g/m**2] (C. jacea biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cirsium oleraceum, biomass as dry weight [g/m**2] (C. oleraceum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Crepis biennis, biomass as dry weight [g/m**2] (C. biennis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Daucus carota, biomass as dry weight [g/m**2] (D. carota biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Galium mollugo, biomass as dry weight [g/m**2] (G. mollugo biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Geranium pratense, biomass as dry weight [g/m**2] (G. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Heracleum sphondylium, biomass as dry weight [g/m**2] (H. sphondylium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Knautia arvensis, biomass as dry weight [g/m**2] (K. arvensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leucanthemum vulgare, biomass as dry weight [g/m**2] (L. vulgare biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Pastinaca sativa, biomass as dry weight [g/m**2] (P. sativa biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Pimpinella major, biomass as dry weight [g/m**2] (P. major biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ranunculus acris, biomass as dry weight [g/m**2] (R. acris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Rumex acetosa, biomass as dry weight [g/m**2] (R. acetosa biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Sanguisorba officinalis, biomass as dry weight [g/m**2] (S. officinalis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Tragopogon pratensis, biomass as dry weight [g/m**2] (T. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Lathyrus pratensis, biomass as dry weight [g/m**2] (L. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Onobrychis viciifolia, biomass as dry weight [g/m**2] (O. viciifolia biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium campestre, biomass as dry weight [g/m**2] (T. campestre biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Lotus corniculatus, biomass as dry weight [g/m**2] (L. corniculatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Medicago lupulina, biomass as dry weight [g/m**2] (M. lupulina biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Medicago x varia, biomass as dry weight [g/m**2] (M. x varia biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium dubium, biomass as dry weight [g/m**2] (T. dubium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium fragiferum, biomass as dry weight [g/m**2] (T. fragiferum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium hybridum, biomass as dry weight [g/m**2] (T. hybridum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium pratense, biomass as dry weight [g/m**2] (T. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium repens, biomass as dry weight [g/m**2] (T. repens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Vicia cracca, biomass as dry weight [g/m**2] (V. cracca biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	23835 data points
*/
Experimental plot	Height min [m]	Height max [m]	Height [m]	Date/time start	Date/time end	Replicate	Treat mow	Treat weed	Treat weed hist	Treat seed add	Treat fert	Treat drought	Treat above ground pest	Treat below pest	Treat mollus	Treat nema	Treat eartworm excl	Treat phyto	Treat special	Unid plant mat biom [g/m**2]	Dead plant mat biom [g/m**2]	Sown plant biom [g/m**2]	Weeds biom [g/m**2]	A. pratensis biom [g/m**2]	A. odoratum biom [g/m**2]	A. elatius biom [g/m**2]	A. pubescens biom [g/m**2]	B. erectus biom [g/m**2]	B. hordeaceus biom [g/m**2]	C. cristatus biom [g/m**2]	D. glomerata biom [g/m**2]	F. pratensis biom [g/m**2]	F. rubra biom [g/m**2]	H. lanatus biom [g/m**2]	L. campestris biom [g/m**2]	P. pratense biom [g/m**2]	P. pratensis biom [g/m**2]	P. trivialis biom [g/m**2]	T. flavescens biom [g/m**2]	A. reptans biom [g/m**2]	B. perennis biom [g/m**2]	G. hederacea biom [g/m**2]	L. autumnalis biom [g/m**2]	L. hispidus biom [g/m**2]	P. lanceolata biom [g/m**2]	P. media biom [g/m**2]	P. veris biom [g/m**2]	P. vulgaris biom [g/m**2]	R. repens biom [g/m**2]	T. officinale biom [g/m**2]	V. chamaedrys biom [g/m**2]	A. millefolium biom [g/m**2]	A. sylvestris biom [g/m**2]	C. patula biom [g/m**2]	C. carvi biom [g/m**2]	C. pratensis biom [g/m**2]	C. jacea biom [g/m**2]	C. oleraceum biom [g/m**2]	C. biennis biom [g/m**2]	D. carota biom [g/m**2]	G. mollugo biom [g/m**2]	G. pratense biom [g/m**2]	H. sphondylium biom [g/m**2]	K. arvensis biom [g/m**2]	L. vulgare biom [g/m**2]	P. sativa biom [g/m**2]	P. major biom [g/m**2]	R. acris biom [g/m**2]	R. acetosa biom [g/m**2]	S. officinalis biom [g/m**2]	T. pratensis biom [g/m**2]	L. pratensis biom [g/m**2]	O. viciifolia biom [g/m**2]	T. campestre biom [g/m**2]	L. corniculatus biom [g/m**2]	M. lupulina biom [g/m**2]	M. x varia biom [g/m**2]	T. dubium biom [g/m**2]	T. fragiferum biom [g/m**2]	T. hybridum biom [g/m**2]	T. pratense biom [g/m**2]	T. repens biom [g/m**2]	V. cracca biom [g/m**2]
B1A01	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.000	77.000	515.010			9.000		20.000		0.000								4.000			0.000					101.000				3.000	191.000			0.000			0.010						0.000									91.000	0.000		0.000	1.000								95.000
B1A01	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.000	44.000	306.000			2.000		0.000		0.000								5.000			0.000					90.000				0.000	173.000			0.000			3.000						0.000									0.000	0.000		0.000	26.000								7.000
B1A01	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.000	38.000	154.400			0.000		0.000		0.000								8.000			0.000					13.000				0.000	76.000			0.000			0.000						1.000									36.000	0.400		0.000	20.000								0.000
B1A01	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	4.000	54.000	414.110			9.000		4.000		13.000								9.000			0.000					185.000				2.000	83.000			0.000			0.000						0.100									50.000	0.010		0.000	59.000								0.000
B1A01	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.750	53.250	347.380	13.250																																																												
B1A01	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	163.000	69.000			0.000		0.400		0.000								2.900			0.000					21.000				1.700	23.000			0.000			0.000						0.000									0.000	0.000		0.000	20.000								0.000
B1A01	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	269.000	297.500			18.800		0.000		0.000								0.200			0.500					33.000				19.000	164.000			0.100			14.000						0.000									0.000	0.900		0.000	47.000								0.000
B1A01	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	160.500	202.300			0.400		1.500		0.000								9.400			0.000					44.700				1.600	127.300			0.000			0.000						5.500									0.000	0.600		0.000	11.300								0.000
B1A01	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	138.000	212.400			2.500		0.200		0.000								4.800			0.000					21.000				0.000	106.000			0.000			0.100						6.900									0.200	1.200		0.000	53.000								16.500
B1A01	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	182.625	195.300	3.500																																																												
B1A02	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.000	6.000	209.000		38.000				0.000					106.000			64.000																			0.000								0.000					1.000		0.000													
B1A02	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	7.000	8.000	229.000		39.000				0.000					107.000			83.000																			0.000								0.000					0.000		0.000													
B1A02	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	7.000	12.000	495.000		143.000				0.000					50.000			302.000																			0.000								0.000					0.000		0.000													
B1A02	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.000	9.000	375.000		106.000				0.000					159.000			109.000																			0.000								0.000					1.000		0.000													
B1A02	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	5.750	8.750	327.000	3.250																																																												
B1A02	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	32.000	134.300		14.000				0.000					9.300			111.000																			0.000								0.000					0.000		0.000													
B1A02	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	135.000	57.000		8.000				0.000					13.500			35.500																			0.000								0.000					0.000		0.000													
B1A02	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	42.000	109.000		64.000				0.000					13.000			32.000																			0.000								0.000					0.000		0.000													
B1A02	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	44.000	90.540		16.300				4.200					38.000			32.000																			0.000								0.040					0.000		0.000													
B1A02	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	63.250	97.710	0.010																																																												
B1A03	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	0.000	201.000								8.000						72.000			83.000			3.000					0.000				2.000																								33.000	0.000							
B1A03	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	5.000	14.000	264.000								6.000						78.000			48.000			3.000					0.000				2.000																								116.000	11.000							
B1A03	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.000	26.000	625.000								3.000						437.000			18.000			3.000					0.000				1.000																								161.000	2.000							
B1A03	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	4.000	17.000	469.000								3.000						97.000			188.000			22.000					0.000				4.000																								152.000	3.000							
B1A03	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.750	14.250	389.750	8.500																																																												
B1A03	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	40.000	137.700								0.000						35.000			22.200			2.600					0.000				22.000																								55.000	0.900							
B1A03	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	39.600	142.200								0.000						38.100			16.600			1.200					0.000				2.400																								81.200	2.700							
B1A03	0.03	1	0.485	2003-08-01	2003-08-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	53.100	346.300								0.000						94.100			25.000			0.600					0.000				0.500																								225.900	0.200							
B1A03	0.03	1	0.485	2003-08-01	2003-08-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	31.800	111.300								0.000						36.200			4.800			1.700					0.000				0.000																								68.500	0.100							
B1A03	0.03	1	0.485	2003-08-01	2003-08-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	41.125	184.375	0.475																																																												
B1A04	0.03	1	0.485	2003-05-01	2003-05-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	44.000	338.000										0.000													92.000									3.000																			243.000										
B1A04	0.03	1	0.485	2003-05-01	2003-05-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	71.000	800.000										254.000													5.000									8.000																			533.000										
B1A04	0.03	1	0.485	2003-05-01	2003-05-01	3	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	114.000	688.000										57.000													54.000									5.000																			572.000										
B1A04	0.03	1	0.485	2003-05-01	2003-05-01	4	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	31.000	691.000										126.000													116.000									0.000																			449.000										
B1A04	0.03	1	0.485	2003-05-01	2003-05-01	mean	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	65.000	629.250	3.500																																																												
B1A04	0.03	1	0.485	2003-08-01	2003-08-01	1	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	49.000	81.200	187.300										186.300													1.000									0.000																			0.000										
B1A04	0.03	1	0.485	2003-08-01	2003-08-01	2	mown2	weededALL	AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	46.000	31.800										31.000													0.800									0.000																			0.000										
