/* DATA DESCRIPTION:
Citation:	Buchmann, Nina; Temperton, Vicky (2015): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2004). PANGAEA, https://doi.org/10.1594/PANGAEA.846319, 
	DATE/TIME START: 2004-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM HEIGHT above ground: 0.485 m * MAXIMUM HEIGHT above ground: 0.485 m
Event(s):	JenExp_2004 (Jena Experiment 2004) * LATITUDE: 50.946100 * LONGITUDE: 11.611300 * DATE/TIME START: 2004-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * LOCATION: Thuringia, Germany * DEVICE: Experiment (EXP)
Comment:	The main experiment on the field site of the Jena Experiment comprises a split-plot design in which additional treatments (e.g. no weeding allowing for invasion of other species, or application of fertilizer) have been applied to subplots along the outer margin of the plots (see Treatment description in the section "further details"). While in this dataset only data from the core area (mown and weeding of all none-sown species twice a year, no additional treatments) is reported, all potential treatments are listed as the first parameters in the data file to guarantee compatibility with other datasets that include different treatments. 
	There are two types of missing values contained in the dataset. Empty cells represent missing values that result from the design of the experiment when the respective value does not occur and could thus not be measured. For example, in the columns of species-specific biomass cells are left blank, when the species was not sown into the respective plot. Missing values that resulted from methodological problems, sampling errors, or lost samples/data are marked with "-9999".
	To calculate plot and annual means from the species specific biomass given per subsample it is important to be aware of the special missing values in the data set. Plots with single missing values indicated by "-9999", result in a difference between the following means: (1) first sum up species specific biomass per subsample for all contained species to calculated a sown species community biomass per subsample and then average the values over the subsamples per plot or (2) first average species specific biomass over subplots to get an average species specific biomass per plot and then sum these averages for all contained species to get an overall plot mean. 
	In August 2004, the harvested biomass samples were not sorted into species (they were only sorted into legumes and non-legumes; data not reported separately but only as the sum of the sown plant community). 
	For all biomass harvests in 2004, the biomass subsample number 4 was collected in an extra carefully weeded subplot of the core area, e.g. weeding of this area was performed by a few very well trained people in a short period of time while the rest of the large plots was weeded by a large number of trained but less experienced student helpers and took up to three weeks per campaign.
	For the species specific biomass, only the values of the four individual subsamples and no means are given. For weeds, on the other hand, only the mean of the four subsamples is given. 
	This datasets is part of a time series of biomass measurements in the Main Experiment since 2002 (doi:10.1594/PANGAEA.866358).
Parameter(s):	Experimental plot (Experimental plot) * COMMENT: Detailed explanations of plots and the plant diversity gradient are provided in the section "further details".
	Height above ground, minimum [m] (Height min) * COMMENT: Vegetation was cut in 3cm above the soil surface.
	Height above ground, maximum [m] (Height max) * COMMENT: Rough approximation of maximum vegetation height
	HEIGHT above ground [m] (Height) * GEOCODE * COMMENT: Average of min and max value
	Date/time start (Date/time start) * COMMENT: Of sampling campaign
	Date/time end (Date/time end) * COMMENT: Of sampling campaign
	Replicate (Replicate) * COMMENT: Speciefies if multiple samples per plot have been taken and are provided in the data file.
	Treatment: mowing (Treat mow) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: weeding (Treat weed) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: weeding history (Treat weed hist) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: seed addition (Treat seed add) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: fertilizing (Treat fert) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: drought (Treat drought) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: above ground: pesticide (Treat above ground pest) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: below pesticide (Treat below pest) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: molluscide (Treat mollus) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: nematicide (Treat nema) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: eartworm exclosure (Treat eartworm excl) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: phytometers (Treat phyto) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: special (Treat special) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Dead plant material, biomass as dry weight [g/m**2] (Dead plant mat biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Sown plant community, biomass as dry weight [g/m**2] (Sown plant biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Weeds plant community, biomass as dry weight [g/m**2] (Weeds biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Unidentified plant material, biomass as dry weight [g/m**2] (Unid plant mat biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Vicia cracca, biomass as dry weight [g/m**2] (V. cracca biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium repens, biomass as dry weight [g/m**2] (T. repens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium pratense, biomass as dry weight [g/m**2] (T. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium hybridum, biomass as dry weight [g/m**2] (T. hybridum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium fragiferum, biomass as dry weight [g/m**2] (T. fragiferum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium dubium, biomass as dry weight [g/m**2] (T. dubium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium campestre, biomass as dry weight [g/m**2] (T. campestre biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Onobrychis viciifolia, biomass as dry weight [g/m**2] (O. viciifolia biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Medicago x varia, biomass as dry weight [g/m**2] (M. x varia biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Medicago lupulina, biomass as dry weight [g/m**2] (M. lupulina biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Lotus corniculatus, biomass as dry weight [g/m**2] (L. corniculatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Lathyrus pratensis, biomass as dry weight [g/m**2] (L. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Tragopogon pratensis, biomass as dry weight [g/m**2] (T. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Sanguisorba officinalis, biomass as dry weight [g/m**2] (S. officinalis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Rumex acetosa, biomass as dry weight [g/m**2] (R. acetosa biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ranunculus acris, biomass as dry weight [g/m**2] (R. acris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Pimpinella major, biomass as dry weight [g/m**2] (P. major biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Pastinaca sativa, biomass as dry weight [g/m**2] (P. sativa biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leucanthemum vulgare, biomass as dry weight [g/m**2] (L. vulgare biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Knautia arvensis, biomass as dry weight [g/m**2] (K. arvensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Heracleum sphondylium, biomass as dry weight [g/m**2] (H. sphondylium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Geranium pratense, biomass as dry weight [g/m**2] (G. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Galium mollugo, biomass as dry weight [g/m**2] (G. mollugo biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Daucus carota, biomass as dry weight [g/m**2] (D. carota biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Crepis biennis, biomass as dry weight [g/m**2] (C. biennis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cirsium oleraceum, biomass as dry weight [g/m**2] (C. oleraceum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Centaurea jacea, biomass as dry weight [g/m**2] (C. jacea biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cardamine pratensis, biomass as dry weight [g/m**2] (C. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Carum carvi, biomass as dry weight [g/m**2] (C. carvi biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Campanula patula, biomass as dry weight [g/m**2] (C. patula biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Anthriscus sylvestris, biomass as dry weight [g/m**2] (A. sylvestris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Achillea millefolium, biomass as dry weight [g/m**2] (A. millefolium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Veronica chamaedrys, biomass as dry weight [g/m**2] (V. chamaedrys biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Taraxacum officinale, biomass as dry weight [g/m**2] (T. officinale biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ranunculus repens, biomass as dry weight [g/m**2] (R. repens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Prunella vulgaris, biomass as dry weight [g/m**2] (P. vulgaris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Primula veris, biomass as dry weight [g/m**2] (P. veris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Plantago media, biomass as dry weight [g/m**2] (P. media biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Plantago lanceolata, biomass as dry weight [g/m**2] (P. lanceolata biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leontodon hispidus, biomass as dry weight [g/m**2] (L. hispidus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leontodon autumnalis, biomass as dry weight [g/m**2] (L. autumnalis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Glechoma hederacea, biomass as dry weight [g/m**2] (G. hederacea biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bellis perennis, biomass as dry weight [g/m**2] (B. perennis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ajuga reptans, biomass as dry weight [g/m**2] (A. reptans biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trisetum flavescens, biomass as dry weight [g/m**2] (T. flavescens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Poa trivialis, biomass as dry weight [g/m**2] (P. trivialis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Poa pratensis, biomass as dry weight [g/m**2] (P. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Phleum pratense, biomass as dry weight [g/m**2] (P. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Luzula campestris, biomass as dry weight [g/m**2] (L. campestris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Holcus lanatus, biomass as dry weight [g/m**2] (H. lanatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Festuca rubra, biomass as dry weight [g/m**2] (F. rubra biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Festuca pratensis, biomass as dry weight [g/m**2] (F. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Dactylis glomerata, biomass as dry weight [g/m**2] (D. glomerata biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cynosurus cristatus, biomass as dry weight [g/m**2] (C. cristatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bromus hordeaceus, biomass as dry weight [g/m**2] (B. hordeaceus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bromus erectus, biomass as dry weight [g/m**2] (B. erectus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Avenula pubescens, biomass as dry weight [g/m**2] (A. pubescens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Arrhenatherum elatius, biomass as dry weight [g/m**2] (A. elatius biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Anthoxanthum odoratum, biomass as dry weight [g/m**2] (A. odoratum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Alopecurus pratensis, biomass as dry weight [g/m**2] (A. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	21020 data points
*/
Experimental plot	Height min [m]	Height max [m]	Height [m]	Date/time start	Date/time end	Replicate	Treat mow	Treat weed	Treat weed hist	Treat seed add	Treat fert	Treat drought	Treat above ground pest	Treat below pest	Treat mollus	Treat nema	Treat eartworm excl	Treat phyto	Treat special	Dead plant mat biom [g/m**2]	Sown plant biom [g/m**2]	Weeds biom [g/m**2]	Unid plant mat biom [g/m**2]	V. cracca biom [g/m**2]	T. repens biom [g/m**2]	T. pratense biom [g/m**2]	T. hybridum biom [g/m**2]	T. fragiferum biom [g/m**2]	T. dubium biom [g/m**2]	T. campestre biom [g/m**2]	O. viciifolia biom [g/m**2]	M. x varia biom [g/m**2]	M. lupulina biom [g/m**2]	L. corniculatus biom [g/m**2]	L. pratensis biom [g/m**2]	T. pratensis biom [g/m**2]	S. officinalis biom [g/m**2]	R. acetosa biom [g/m**2]	R. acris biom [g/m**2]	P. major biom [g/m**2]	P. sativa biom [g/m**2]	L. vulgare biom [g/m**2]	K. arvensis biom [g/m**2]	H. sphondylium biom [g/m**2]	G. pratense biom [g/m**2]	G. mollugo biom [g/m**2]	D. carota biom [g/m**2]	C. biennis biom [g/m**2]	C. oleraceum biom [g/m**2]	C. jacea biom [g/m**2]	C. pratensis biom [g/m**2]	C. carvi biom [g/m**2]	C. patula biom [g/m**2]	A. sylvestris biom [g/m**2]	A. millefolium biom [g/m**2]	V. chamaedrys biom [g/m**2]	T. officinale biom [g/m**2]	R. repens biom [g/m**2]	P. vulgaris biom [g/m**2]	P. veris biom [g/m**2]	P. media biom [g/m**2]	P. lanceolata biom [g/m**2]	L. hispidus biom [g/m**2]	L. autumnalis biom [g/m**2]	G. hederacea biom [g/m**2]	B. perennis biom [g/m**2]	A. reptans biom [g/m**2]	T. flavescens biom [g/m**2]	P. trivialis biom [g/m**2]	P. pratensis biom [g/m**2]	P. pratense biom [g/m**2]	L. campestris biom [g/m**2]	H. lanatus biom [g/m**2]	F. rubra biom [g/m**2]	F. pratensis biom [g/m**2]	D. glomerata biom [g/m**2]	C. cristatus biom [g/m**2]	B. hordeaceus biom [g/m**2]	B. erectus biom [g/m**2]	A. pubescens biom [g/m**2]	A. elatius biom [g/m**2]	A. odoratum biom [g/m**2]	A. pratensis biom [g/m**2]
B1A01	0.03	1	0.485	2004-05-01	2004-05-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	102.000	213.500		9.100	17.000						0.000				33.000	9.900	1.400									2.400						0.500			0.000			26.600	0.000				49.000					0.000			2.700								0.300		65.000		5.700	
B1A01	0.03	1	0.485	2004-05-01	2004-05-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	143.000	337.900		1.800	11.000						0.000				26.000	5.900	0.200									0.000						0.000			0.700			0.000	116.000				57.800					0.000			18.200								18.700		83.000		0.400	
B1A01	0.03	1	0.485	2004-05-01	2004-05-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	108.400	437.300		0.000	143.000						0.000				6.100	9.300	0.700									5.400						0.000			0.000			38.200	0.000				14.800					0.000			19.800								12.500		187.000		0.500	
B1A01	0.03	1	0.485	2004-05-01	2004-05-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	269.100	181.700		6.100	26.100						0.000				2.700	0.000	0.000									1.200						0.000			0.000			65.000	0.000				64.500					0.000			15.500								0.000		6.700		0.000	
B1A01	0.03	1	0.485	2004-05-01	2004-05-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	155.625	292.600	24.450	4.250																																																												
B1A01	0.03	1	0.485	2004-08-01	2004-08-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	22.000	225.000		2.900																																																												
B1A01	0.03	1	0.485	2004-08-01	2004-08-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	28.000	168.000		6.500																																																												
B1A01	0.03	1	0.485	2004-08-01	2004-08-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	27.000	117.000		0.000																																																												
B1A01	0.03	1	0.485	2004-08-01	2004-08-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	50.400	154.800		0.000																																																												
B1A01	0.03	1	0.485	2004-08-01	2004-08-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	31.850	166.200	1.225	2.350																																																												
B1A02	0.03	1	0.485	2004-05-01	2004-05-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	65.000	712.500		45.700														0.000		0.100					0.000								0.000																			53.000			220.200					0.000				439.200
B1A02	0.03	1	0.485	2004-05-01	2004-05-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	20.200	358.300		0.000														1.800		1.500					0.600								0.000																			101.000			163.000					15.400				75.000
B1A02	0.03	1	0.485	2004-05-01	2004-05-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	29.700	302.000		0.000														0.000		6.000					0.000								0.000																			67.000			126.000					0.000				103.000
B1A02	0.03	1	0.485	2004-05-01	2004-05-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	45.000	506.100		0.000														1.100		8.800					0.900								0.000																			243.600			88.400					0.000				163.300
B1A02	0.03	1	0.485	2004-05-01	2004-05-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	39.975	469.725	243.625	11.425																																																												
B1A02	0.03	1	0.485	2004-08-01	2004-08-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	20.000	138.000		0.000																																																												
B1A02	0.03	1	0.485	2004-08-01	2004-08-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	22.000	87.000		0.000																																																												
B1A02	0.03	1	0.485	2004-08-01	2004-08-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.000	77.000		0.000																																																												
B1A02	0.03	1	0.485	2004-08-01	2004-08-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	8.000	100.000		0.000																																																												
B1A02	0.03	1	0.485	2004-08-01	2004-08-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	14.000	100.500	1.375	0.000																																																												
B1A03	0.03	1	0.485	2004-05-01	2004-05-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.900	388.700		0.000										0.000	38.000																						6.800				0.700					3.400			65.500			270.000						4.300						
B1A03	0.03	1	0.485	2004-05-01	2004-05-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	636.600		4.000										0.000	192.000																						20.000				0.000					3.700			218.000			201.000						1.900						
B1A03	0.03	1	0.485	2004-05-01	2004-05-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	19.300	343.100		0.000										6.700	104.000																						7.800				0.000					9.200			129.300			83.800						2.300						
B1A03	0.03	1	0.485	2004-05-01	2004-05-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	35.800	624.900		0.000										0.000	179.000																						7.200				0.000					9.000			160.000			266.100						3.600						
B1A03	0.03	1	0.485	2004-05-01	2004-05-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	14.250	498.325	82.000	1.000																																																												
B1A03	0.03	1	0.485	2004-08-01	2004-08-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	82.000	406.000		0.000																																																												
B1A03	0.03	1	0.485	2004-08-01	2004-08-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	24.000	504.000		0.600																																																												
B1A03	0.03	1	0.485	2004-08-01	2004-08-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	48.000	268.800		0.000																																																												
B1A03	0.03	1	0.485	2004-08-01	2004-08-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	20.700	316.000		0.000																																																												
B1A03	0.03	1	0.485	2004-08-01	2004-08-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	43.675	373.700	14.612	0.150																																																												
B1A04	0.03	1	0.485	2004-05-01	2004-05-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	49.800	816.100		0.000								612.000																						2.200									2.100													199.800								
B1A04	0.03	1	0.485	2004-05-01	2004-05-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	300.000		0.000								227.000																						0.000									0.000													73.000								
B1A04	0.03	1	0.485	2004-05-01	2004-05-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.000	692.800		0.000								124.000																						0.000									43.800													525.000								
B1A04	0.03	1	0.485	2004-05-01	2004-05-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	76.200	1081.500		0.000								850.800																						0.000									0.000													230.700								
B1A04	0.03	1	0.485	2004-05-01	2004-05-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	31.500	722.600	26.375	0.000																																																												
B1A04	0.03	1	0.485	2004-08-01	2004-08-01	1	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	16.900	197.500		23.000																																																												
B1A04	0.03	1	0.485	2004-08-01	2004-08-01	2	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	63.300	742.000		12.400																																																												
B1A04	0.03	1	0.485	2004-08-01	2004-08-01	3	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	82.600	441.000		17.300																																																												
B1A04	0.03	1	0.485	2004-08-01	2004-08-01	4	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	27.000	107.700		16.000																																																												
B1A04	0.03	1	0.485	2004-08-01	2004-08-01	mean	mown2	weededALL	AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	47.450	372.050	36.225	17.175																																																												
