/* DATA DESCRIPTION:
Citation:	Weisser, Wolfgang; Weigelt, Alexandra (2015): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2008). PANGAEA, https://doi.org/10.1594/PANGAEA.846532, 
	DATE/TIME START: 2008-01-01T00:00:00 * DATE/TIME END: 2008-12-31T00:00:00
	MINIMUM HEIGHT above ground: 0.485 m * MAXIMUM HEIGHT above ground: 0.485 m
Event(s):	JenExp_2008 (Jena Experiment 2008) * LATITUDE: 50.946100 * LONGITUDE: 11.611300 * DATE/TIME START: 2008-01-01T00:00:00 * DATE/TIME END: 2008-12-31T00:00:00 * LOCATION: Thuringia, Germany * DEVICE: Experiment (EXP)
Comment:	The main experiment on the field site of the Jena Experiment comprises a split-plot design in which additional treatments (e.g. no weeding allowing for invasion of other species, or application of fertilizer) have been applied to subplots along the outer margin of the plots (see Treatment description in the section "further details"). While in this dataset only data from the core area (mown and weeding of all none-sown species twice a year, no additional treatments) is reported, all potential treatments are listed as the first parameters in the data file to guarantee compatibility with other datasets that include different treatments. 
	There are two types of missing values contained in the dataset. Empty cells represent missing values that result from the design of the experiment when the respective value does not occur and could thus not be measured. For example, in the columns of species-specific biomass cells are left blank, when the species was not sown into the respective plot. Missing values that resulted from methodological problems, sampling errors, or lost samples/data are marked with "-9999".
	To calculate plot and annual means from the species specific biomass given per subsample it is important to be aware of the special missing values in the data set. Plots with single missing values indicated by "-9999", result in a difference between the following means: (1) first sum up species specific biomass per subsample for all contained species to calculated a sown species community biomass per subsample and then average the values over the subsamples per plot or (2) first average species specific biomass over subplots to get an average species specific biomass per plot and then sum these averages for all contained species to get an overall plot mean. 
	For the species specific biomass only the values of the individual subsamples and no means are given. 
	This datasets is part of a time series of biomass measurements in the Main Experiment since 2002 (doi:10.1594/PANGAEA.866358).
Parameter(s):	Experimental plot (Experimental plot) * COMMENT: Detailed explanations of plots and the plant diversity gradient are provided in the section "further details".
	Height above ground, minimum [m] (Height min) * COMMENT: Vegetation was cut in 3cm above the soil surface.
	Height above ground, maximum [m] (Height max) * COMMENT: Rough approximation of maximum vegetation height
	HEIGHT above ground [m] (Height) * GEOCODE * COMMENT: Average of min and max value
	Date/time start (Date/time start) * COMMENT: Of sampling campaign
	Date/time end (Date/time end) * COMMENT: Of sampling campaign
	Replicate (Replicate) * COMMENT: Speciefies if multiple samples per plot have been taken and are provided in the data file.
	Treatment: mowing (Treat mow) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: weeding (Treat weed) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: weeding history (Treat weed hist) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: seed addition (Treat seed add) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: fertilizing (Treat fert) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: drought (Treat drought) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: above ground: pesticide (Treat above ground pest) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: below pesticide (Treat below pest) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: molluscide (Treat mollus) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: nematicide (Treat nema) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: eartworm exclosure (Treat eartworm excl) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: phytometers (Treat phyto) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Treatment: special (Treat special) * COMMENT: Detailed explanations of treatments are provided in the section "further details".
	Sown plant community, biomass as dry weight [g/m**2] (Sown plant biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Dead plant material, biomass as dry weight [g/m**2] (Dead plant mat biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Weeds plant community, biomass as dry weight [g/m**2] (Weeds biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Unidentified plant material, biomass as dry weight [g/m**2] (Unid plant mat biom) * METHOD: Dried biomass sample * COMMENT: Measured on plot level
	Trifolium repens, biomass as dry weight [g/m**2] (T. repens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium pratense, biomass as dry weight [g/m**2] (T. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium hybridum, biomass as dry weight [g/m**2] (T. hybridum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium fragiferum, biomass as dry weight [g/m**2] (T. fragiferum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium dubium, biomass as dry weight [g/m**2] (T. dubium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trifolium campestre, biomass as dry weight [g/m**2] (T. campestre biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Onobrychis viciifolia, biomass as dry weight [g/m**2] (O. viciifolia biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Medicago x varia, biomass as dry weight [g/m**2] (M. x varia biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Medicago lupulina, biomass as dry weight [g/m**2] (M. lupulina biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Lotus corniculatus, biomass as dry weight [g/m**2] (L. corniculatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Rumex acetosa, biomass as dry weight [g/m**2] (R. acetosa biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ranunculus acris, biomass as dry weight [g/m**2] (R. acris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Lathyrus pratensis, biomass as dry weight [g/m**2] (L. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Tragopogon pratensis, biomass as dry weight [g/m**2] (T. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Sanguisorba officinalis, biomass as dry weight [g/m**2] (S. officinalis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Pimpinella major, biomass as dry weight [g/m**2] (P. major biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Pastinaca sativa, biomass as dry weight [g/m**2] (P. sativa biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leucanthemum vulgare, biomass as dry weight [g/m**2] (L. vulgare biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Knautia arvensis, biomass as dry weight [g/m**2] (K. arvensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Heracleum sphondylium, biomass as dry weight [g/m**2] (H. sphondylium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Geranium pratense, biomass as dry weight [g/m**2] (G. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Galium mollugo, biomass as dry weight [g/m**2] (G. mollugo biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Daucus carota, biomass as dry weight [g/m**2] (D. carota biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Crepis biennis, biomass as dry weight [g/m**2] (C. biennis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cirsium oleraceum, biomass as dry weight [g/m**2] (C. oleraceum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Centaurea jacea, biomass as dry weight [g/m**2] (C. jacea biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cardamine pratensis, biomass as dry weight [g/m**2] (C. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Carum carvi, biomass as dry weight [g/m**2] (C. carvi biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Campanula patula, biomass as dry weight [g/m**2] (C. patula biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Anthriscus sylvestris, biomass as dry weight [g/m**2] (A. sylvestris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Achillea millefolium, biomass as dry weight [g/m**2] (A. millefolium biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Veronica chamaedrys, biomass as dry weight [g/m**2] (V. chamaedrys biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Taraxacum officinale, biomass as dry weight [g/m**2] (T. officinale biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ranunculus repens, biomass as dry weight [g/m**2] (R. repens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Prunella vulgaris, biomass as dry weight [g/m**2] (P. vulgaris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Primula veris, biomass as dry weight [g/m**2] (P. veris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Plantago media, biomass as dry weight [g/m**2] (P. media biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Plantago lanceolata, biomass as dry weight [g/m**2] (P. lanceolata biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leontodon hispidus, biomass as dry weight [g/m**2] (L. hispidus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Leontodon autumnalis, biomass as dry weight [g/m**2] (L. autumnalis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Glechoma hederacea, biomass as dry weight [g/m**2] (G. hederacea biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bellis perennis, biomass as dry weight [g/m**2] (B. perennis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Ajuga reptans, biomass as dry weight [g/m**2] (A. reptans biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Trisetum flavescens, biomass as dry weight [g/m**2] (T. flavescens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Poa trivialis, biomass as dry weight [g/m**2] (P. trivialis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Poa pratensis, biomass as dry weight [g/m**2] (P. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Phleum pratense, biomass as dry weight [g/m**2] (P. pratense biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Luzula campestris, biomass as dry weight [g/m**2] (L. campestris biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Holcus lanatus, biomass as dry weight [g/m**2] (H. lanatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Festuca rubra, biomass as dry weight [g/m**2] (F. rubra biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Festuca pratensis, biomass as dry weight [g/m**2] (F. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Dactylis glomerata, biomass as dry weight [g/m**2] (D. glomerata biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Cynosurus cristatus, biomass as dry weight [g/m**2] (C. cristatus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bromus hordeaceus, biomass as dry weight [g/m**2] (B. hordeaceus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Bromus erectus, biomass as dry weight [g/m**2] (B. erectus biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Avenula pubescens, biomass as dry weight [g/m**2] (A. pubescens biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Arrhenatherum elatius, biomass as dry weight [g/m**2] (A. elatius biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Anthoxanthum odoratum, biomass as dry weight [g/m**2] (A. odoratum biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Alopecurus pratensis, biomass as dry weight [g/m**2] (A. pratensis biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
	Vicia cracca, biomass as dry weight [g/m**2] (V. cracca biom) * METHOD: Dried biomass sample * COMMENT: Measured on species level
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	19311 data points
*/
Experimental plot	Height min [m]	Height max [m]	Height [m]	Date/time start	Date/time end	Replicate	Treat mow	Treat weed	Treat weed hist	Treat seed add	Treat fert	Treat drought	Treat above ground pest	Treat below pest	Treat mollus	Treat nema	Treat eartworm excl	Treat phyto	Treat special	Sown plant biom [g/m**2]	Dead plant mat biom [g/m**2]	Weeds biom [g/m**2]	Unid plant mat biom [g/m**2]	T. repens biom [g/m**2]	T. pratense biom [g/m**2]	T. hybridum biom [g/m**2]	T. fragiferum biom [g/m**2]	T. dubium biom [g/m**2]	T. campestre biom [g/m**2]	O. viciifolia biom [g/m**2]	M. x varia biom [g/m**2]	M. lupulina biom [g/m**2]	L. corniculatus biom [g/m**2]	R. acetosa biom [g/m**2]	R. acris biom [g/m**2]	L. pratensis biom [g/m**2]	T. pratensis biom [g/m**2]	S. officinalis biom [g/m**2]	P. major biom [g/m**2]	P. sativa biom [g/m**2]	L. vulgare biom [g/m**2]	K. arvensis biom [g/m**2]	H. sphondylium biom [g/m**2]	G. pratense biom [g/m**2]	G. mollugo biom [g/m**2]	D. carota biom [g/m**2]	C. biennis biom [g/m**2]	C. oleraceum biom [g/m**2]	C. jacea biom [g/m**2]	C. pratensis biom [g/m**2]	C. carvi biom [g/m**2]	C. patula biom [g/m**2]	A. sylvestris biom [g/m**2]	A. millefolium biom [g/m**2]	V. chamaedrys biom [g/m**2]	T. officinale biom [g/m**2]	R. repens biom [g/m**2]	P. vulgaris biom [g/m**2]	P. veris biom [g/m**2]	P. media biom [g/m**2]	P. lanceolata biom [g/m**2]	L. hispidus biom [g/m**2]	L. autumnalis biom [g/m**2]	G. hederacea biom [g/m**2]	B. perennis biom [g/m**2]	A. reptans biom [g/m**2]	T. flavescens biom [g/m**2]	P. trivialis biom [g/m**2]	P. pratensis biom [g/m**2]	P. pratense biom [g/m**2]	L. campestris biom [g/m**2]	H. lanatus biom [g/m**2]	F. rubra biom [g/m**2]	F. pratensis biom [g/m**2]	D. glomerata biom [g/m**2]	C. cristatus biom [g/m**2]	B. hordeaceus biom [g/m**2]	B. erectus biom [g/m**2]	A. pubescens biom [g/m**2]	A. elatius biom [g/m**2]	A. odoratum biom [g/m**2]	A. pratensis biom [g/m**2]	V. cracca biom [g/m**2]
B1A01	0.03	1	0.485	2008-05-01	2008-05-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	359.130	2.510	101.400	0.000						0.000				6.120			88.500	0.000							64.400						0.000			0.000			0.750	0.000				194.700					0.000			1.040								0.000		0.210		0.000		3.410
B1A01	0.03	1	0.485	2008-05-01	2008-05-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	318.310	1.840	143.200	2.300						0.000				38.900			67.200	0.000							19.900						0.000			0.000			0.000	0.000				140.400					0.000			0.000								0.000		43.900		8.010		0.000
B1A01	0.03	1	0.485	2008-05-01	2008-05-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	283.930	1.170	67.600	0.000						0.000				19.900			84.800	0.000							7.580						0.000			0.000			0.130	0.340				162.900					0.000			0.290								1.770		0.000		0.470		5.750
B1A01	0.03	1	0.485	2008-05-01	2008-05-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	320.457	1.840	104.070	0.767																																																												
B1A01	0.03	1	0.485	2008-08-01	2008-08-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	127.110	7.600	0.700	0.510						0.000				35.600			5.100	0.000							0.000						0.000			0.000			7.200	0.000				77.400					0.000			1.200								0.000		0.200		0.410		0.000
B1A01	0.03	1	0.485	2008-08-01	2008-08-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	159.120	37.800	1.200	0.630						0.000				29.600			3.800	0.000							0.800						0.000			0.000			0.000	1.000				122.900					0.000			0.240								0.000		0.180		0.000		0.600
B1A01	0.03	1	0.485	2008-08-01	2008-08-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	137.030	10.500	1.070	0.000						0.000				19.100			3.900	0.000							39.000						0.000			0.000			0.540	0.000				73.200					0.000			0.150								0.000		0.000		0.000		1.140
B1A01	0.03	1	0.485	2008-08-01	2008-08-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	141.087	18.633	0.990	0.380																																																												
B1A02	0.03	1	0.485	2008-05-01	2008-05-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	297.270	4.850	44.500	0.000												10.040			0.000					17.600								0.000																			3.320			1.410					239.700				25.200	
B1A02	0.03	1	0.485	2008-05-01	2008-05-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	93.060	2.270	23.700	0.000												9.990			0.000					9.690								0.000																			1.460			8.190					15.230				48.500	
B1A02	0.03	1	0.485	2008-05-01	2008-05-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	191.820	3.550	42.100	0.000												65.900			0.000					2.940								0.000																			4.400			2.090					98.800				17.690	
B1A02	0.03	1	0.485	2008-05-01	2008-05-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	194.050	3.557	36.770	0.000																																																												
B1A02	0.03	1	0.485	2008-08-01	2008-08-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	32.960	15.800	11.000	0.000												13.800			0.000					0.000								0.000																			0.000			1.610					0.650				16.900	
B1A02	0.03	1	0.485	2008-08-01	2008-08-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	35.610	12.200	13.000	0.000												7.800			1.700					0.000								0.000																			0.210			1.100					12.300				12.500	
B1A02	0.03	1	0.485	2008-08-01	2008-08-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	52.990	9.500	23.500	0.000												3.200			0.000					0.000								0.090																			0.000			6.600					37.500				5.600	
B1A02	0.03	1	0.485	2008-08-01	2008-08-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	40.520	12.500	15.830	0.000																																																												
B1A03	0.03	1	0.485	2008-05-01	2008-05-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	339.510	4.680	75.000	0.000									0.000	72.000																						71.900				0.000					0.000			192.400			3.210						0.000							
B1A03	0.03	1	0.485	2008-05-01	2008-05-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	334.810	2.510	63.100	0.000									0.000	92.200																						100.600				0.000					0.000			5.310			136.700						0.000							
B1A03	0.03	1	0.485	2008-05-01	2008-05-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	254.340	0.630	73.900	0.000									0.000	28.490																						48.300				1.150					0.000			176.400			0.000						0.000							
B1A03	0.03	1	0.485	2008-05-01	2008-05-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	309.553	2.607	70.670	0.000																																																												
B1A03	0.03	1	0.485	2008-08-01	2008-08-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	124.100	10.700	0.150	0.000									0.000	56.100																						21.500				0.000					0.000			34.100			12.400						0.000							
B1A03	0.03	1	0.485	2008-08-01	2008-08-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	182.700	28.300	14.600	0.000									0.000	91.300																						12.800				0.000					0.000			76.800			1.800						0.000							
B1A03	0.03	1	0.485	2008-08-01	2008-08-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	181.400	7.000	7.100	0.000									0.000	133.200																						5.200				0.000					0.000			42.200			0.800						0.000							
B1A03	0.03	1	0.485	2008-08-01	2008-08-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	162.733	15.333	7.280	0.000																																																												
B1A04	0.03	1	0.485	2008-05-01	2008-05-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	231.700	1.300	172.100	0.000							0.000																						0.000									91.000													140.700									
B1A04	0.03	1	0.485	2008-05-01	2008-05-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	147.000	3.400	167.800	0.000							0.000																						2.200									79.700													65.100									
B1A04	0.03	1	0.485	2008-05-01	2008-05-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	23.900	3.400	405.600	0.000							0.000																						0.000									8.900													15.000									
B1A04	0.03	1	0.485	2008-05-01	2008-05-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	134.200	2.700	248.500	0.000																																																												
B1A04	0.03	1	0.485	2008-08-01	2008-08-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	9.500	15.200	50.800	0.000							0.000																						0.000									5.300													4.200									
B1A04	0.03	1	0.485	2008-08-01	2008-08-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	21.860	57.500	39.300	0.000							0.000																						0.000									21.700													0.160									
B1A04	0.03	1	0.485	2008-08-01	2008-08-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	44.100	0.940	15.700	0.000							0.000																						7.400									36.700													0.000									
B1A04	0.03	1	0.485	2008-08-01	2008-08-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	25.153	24.547	35.270	0.000																																																												
B1A05	0.03	1	0.485	2008-05-01	2008-05-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	150.700	0.000	2.090	0.000							150.700		0.000																																																			
B1A05	0.03	1	0.485	2008-05-01	2008-05-01	2	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	23.120	0.000	0.000	0.000							23.120		0.000																																																			
B1A05	0.03	1	0.485	2008-05-01	2008-05-01	3	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	15.290	0.000	8.760	0.000							15.290		0.000																																																			
B1A05	0.03	1	0.485	2008-05-01	2008-05-01	mean	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	63.037	0.000	3.620	0.000																																																												
B1A05	0.03	1	0.485	2008-08-01	2008-08-01	1	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	43.800	8.400	18.500	0.000							43.800		0.000																																																			
