/* DATA DESCRIPTION:
Citation:	Strecker, Tanja; Gonzalez, Odette; Scheu, Stefan; Eisenhauer, Nico (2015): Analysis of temporal microbial properties from experimental plots of the Jena experiment (2003-2014). PANGAEA, https://doi.org/10.1594/PANGAEA.854693, 
	In supplement to: Strecker, T et al. (2016): Functional composition of plant communities determines the spatial and temporal stability of soil microbial properties in a long-term plant diversity experiment. Oikos, (accepted), https://doi.org/10.1111/oik.03181
Abstract:	The study was carried out on the main plots (Main Experiment) of a large grassland biodiversity experiment, the Jena Experiment. In the main experiment, 82 grassland plots of 20 x 20 m were established from a pool of 60 species belonging to four functional groups (grasses, legumes, tall and small herbs). In May 2002, varying numbers of plant species from this species pool were sown into the plots to create a gradient of plant species richness (1, 2, 4, 8, 16 and 60 species) and functional richness (1, 2, 3, 4 functional groups). Plots were maintained by bi-annual weeding and mowing. This data set consists of standard deviation (SD), mean and stability (stab) of soil microbial basal respiration (µl O2/h/g dry soil) and microbial biomass carbon (µg C/g dry soil). Data were derived by taking soil samples and measuring basal and substrate-induced microbial respiration with an oxygen-consumption apparatus. Samples for calculating the temporal stability were taken every year in May/June from 2003 to 2014, except in 2005. Oxygen consumption of soil microorganisms in fresh soil equivalent to 3.5 g dry weight was measured at 22°C over a period of 24 h. Basal respiration (µlO2/g dry soil/h) was calculated as mean of the oxygen consumption rates of hours 14 to 24 after the start of measurements. Substrate- induced respiration was determined by adding D-glucose to saturate catabolic enzymes of microorganisms according to preliminary studies (4 mg g-1 dry soil solved in 400 µl deionized water). Maximum initial respiratory response (µl O2/g dry soil/h) was calculated as mean of the lowest three oxygen consumption values within the first 10 h after glucose addition. Microbial biomass carbon (µg C/g dry soil) was calculated as 38 × Maximum initial respiratory response according to prelimiray studies.
Further details:	Plot information of the Jena Main Experiment (URI: http://store.pangaea.de/Publications/Jena_Experiment/PlotInformationMainExperiment.txt)
	Treatment description (URI: http://store.pangaea.de/Publications/Jena_Experiment/TreatmentDefinitionsJuly2012.pdf)
	Anderson, J P E; Domsch, K H (1978): A physiological method for the quantitative measurement of microbial biomass in soils. Soil Biology & Biochemistry, 10(3), 215-221, https://doi.org/10.1016/0038-0717(78)90099-8
	Beck, T; Joergensen, R G; Kandeler, E; Makeschin, F; Nuss, E; Oberholzer, H R; Scheu, Stefan (1997): An inter-laboratory comparison of ten different ways of measuring soil microbial biomass C. Soil Biology & Biochemistry, 29(7), 1023-1032, https://doi.org/10.1016/S0038-0717(97)00030-8
	Scheu, Stefan (1992): Automated measurement of the respiratory response of soil microcompartments: Active microbial biomass in earthworm faeces. Soil Biology & Biochemistry, 24(11), 1113-1118, https://doi.org/10.1016/0038-0717(92)90061-2
Project(s):	The Jena Experiment (JenExp) (URI: http://www.the-jena-experiment.de/)
Coverage:	LATITUDE: 50.946100 * LONGITUDE: 11.611300
	MINIMUM DEPTH, sediment/rock: 0.05 m * MAXIMUM DEPTH, sediment/rock: 0.05 m
Event(s):	Jena_Experiment (Jena Experiment) * LATITUDE: 50.946100 * LONGITUDE: 11.611300 * LOCATION: Thuringia, Germany * DEVICE: Experiment (EXP)
Comment:	The temporal soil cores had a diameter from 5 cm and were taken up to 5 cm and were pooled plot-wise. The soil was sampled in plastic bags, stored at 5 degree C for max. 6 weeks until further measurements. The samples were separated into 3 parts: Phase 1 (0306) = 2003, 2004, 2006 (n = 3); Phase 2 (0710) = 2007, 2008, 2009, 2010 (n = 4), Phase 3 (1114) = 2011, 2012, 2013, and 2014 (n = 4).
Parameter(s):	Experimental plot (Experimental plot) * COMMENT: detailed explanations of plots and the plant diversity gradient are provided in the section "further details".
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Replicates [#] (Repl) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: replicates of mircrobial repiration and biomass from phase 1 (0306)
	Microbial respiration per soil dry mass [µl/h/g] (Microb resp dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial respiration per soil dry mass, standard deviation [±] (Microb resp dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of basal respiration, phase 1 (Temp stab BR 1), calculated as Mean/SD
	Microbial biomass as carbon per soil dry mass [µg/g] (Microb biom C dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial biomass as carbon per soil dry mass, standard deviation [±] (Microb biom C dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of microbial biomass carbon, Phase 1 (Temp stab Cmic 1), calculated as Mean/SD
	Replicates [#] (Repl) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: replicates of mircrobial repiration and biomass from phase 2 (0710)
	Microbial respiration per soil dry mass [µl/h/g] (Microb resp dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial respiration per soil dry mass, standard deviation [±] (Microb resp dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of basal respiration, Phase 2 (Temp stab BR 2), calculated as Mean/SD
	Microbial biomass as carbon per soil dry mass [µg/g] (Microb biom C dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial biomass as carbon per soil dry mass, standard deviation [±] (Microb biom C dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of microbial biomass carbon, Phase 2 (Temp stab Cmic 2), calculated as Mean/SD
	Replicates [#] (Repl) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: replicates of mircrobial repiration and biomass from phase 3 (1114)
	Microbial respiration per soil dry mass [µl/h/g] (Microb resp dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial respiration per soil dry mass, standard deviation [±] (Microb resp dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of basal respiration, Phase 3 (Temp stab BR 3), calculated as Mean/SD
	Microbial biomass as carbon per soil dry mass [µg/g] (Microb biom C dm) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Microbial biomass as carbon per soil dry mass, standard deviation [±] (Microb biom C dm std dev) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * COMMENT: of temporal measurements
	Temporal Stability (Temp stab) * PI: Strecker, Tanja (Tanja-Strecker@gmx.de) * METHOD: Calculated * COMMENT: of microbial biomass carbon, Phase 3 (Temp stab Cmic 3), calculated as Mean/SD
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	1752 data points
*/
Experimental plot	Depth [m]	Repl [#] (replicates of mircrobial repi...)	Microb resp dm [µl/h/g]	Microb resp dm std dev [±]	Temp stab (of basal respiration, phase 1...)	Microb biom C dm [µg/g]	Microb biom C dm std dev [±]	Temp stab (of microbial biomass carbon, ...)	Repl [#] (replicates of mircrobial repi...)	Microb resp dm [µl/h/g]	Microb resp dm std dev [±]	Temp stab (of basal respiration, Phase 2...)	Microb biom C dm [µg/g]	Microb biom C dm std dev [±]	Temp stab (of microbial biomass carbon, ...)	Repl [#] (replicates of mircrobial repi...)	Microb resp dm [µl/h/g]	Microb resp dm std dev [±]	Temp stab (of basal respiration, Phase 3...)	Microb biom C dm [µg/g]	Microb biom C dm std dev [±]	Temp stab (of microbial biomass carbon, ...)
B1A01	0.05	3	3.461	0.752	5	642.373	109.357	6	4	3.541	2.178	2	851.990	256.349	3	4	2.794	1.225	2	1034.709	185.431	6
B1A02	0.05	3	2.566	0.853	3	457.804	25.467	18	4	3.204	1.028	3	793.482	137.844	6	4	2.399	0.860	3	767.278	193.133	4
B1A03	0.05	3				624.172	245.780	3	4	3.297	1.071	3	904.370	120.273	8	4	2.307	0.813	3	924.321	111.614	8
B1A04	0.05	3	3.427	0.735	5	678.689	148.043	5	4	2.789	0.952	3	853.864	191.741	4	4	2.751	1.965	1	851.913	146.741	6
B1A05	0.05	3	2.997	0.649	5	494.438	29.197	17	4	2.544	0.652	4	557.757	169.276	3	4	1.311	0.534	2	527.154	125.678	4
B1A06	0.05	3	4.477	1.505	3	722.142	238.206	3	4	3.337	0.409	8	869.105	90.951	10	4	2.530	0.853	3	971.443	41.264	24
B1A07	0.05	3	2.801	0.479	6	606.735	149.963	4	4	2.699	0.901	3	817.676	113.609	7	4	2.232	0.874	3	698.988	216.729	3
B1A08	0.05	3	3.513	1.881	2	593.616	158.872	4	4	2.137	0.397	5	741.273	70.089	11	4	1.777	0.954	2	652.265	161.588	4
B1A09	0.05	3	2.382	0.424	6	532.831	109.840	5	4	2.438	0.972	3	636.948	13.321	48	4						
B1A11	0.05	3	3.480	0.437	8	802.883	222.018	4	4	2.578	0.652	4	883.190	205.033	4	4	3.113	2.048	2	977.352	64.414	15
B1A12	0.05	3	3.234	0.900	4	800.392	148.737	5	4	2.448	0.776	3	785.006	142.554	6	4	2.837	1.664	2	797.786	135.255	6
B1A13	0.05	3	3.393	0.641	5	713.632	139.215	5	4	2.185	0.459	5	724.872	92.692	8	4	1.872	0.732	3	628.403	78.871	8
B1A14	0.05	3	3.929	1.684	2	733.208	228.196	3	4	2.781	0.592	5	796.417	97.708	8	4	2.795	0.803	3	869.061	108.005	8
B1A15	0.05	3	3.111	1.076	3	768.060	104.136	7	4	1.850	0.299	6	728.515	123.668	6	4	1.569	0.725	2	626.549	182.994	3
B1A16	0.05	3	2.961	0.401	7	753.720	205.901	4	4	3.057	0.983	3	980.350	122.749	8	4	2.330	1.335	2	819.025	139.538	6
B1A17	0.05	3				697.646	254.335	3	4	2.655	0.517	5	844.415	108.272	8	4	3.161	3.155	1	849.635	130.271	7
B1A18	0.05	3	2.875	0.796	4	644.572	29.731	22	4	2.196	1.122	2	765.273	125.665	6	4	1.686	0.515	3	786.683	151.501	5
B1A19	0.05	3	3.050	0.268	11	766.526	173.678	4	4	2.966	1.262	2	815.456	209.119	4	4	2.595	0.481	5	832.673	151.640	5
B1A20	0.05	3	3.274	0.745	4	816.567	197.340	4	4	3.266	1.200	3	1037.256	69.601	15	4	3.061	1.349	2	1128.019	214.895	5
B1A21	0.05	3	3.173	0.480	7	790.279	178.721	4	4	2.834	0.785	4	842.332	122.148	7	4	2.628	0.370	7	942.999	248.720	4
B1A22	0.05	3	3.542	0.404	9	820.233	278.906	3	4	2.903	0.820	4	963.917	125.431	8	4	2.995	0.697	4	1155.562	118.360	10
B2A01	0.05	3	3.013	0.289	10	748.018	100.423	7	4	2.485	0.706	4	805.633	169.294	5	4	2.701	0.507	5	982.567	50.119	20
B2A02	0.05	3	3.253	0.546	6	738.352	228.819	3	4	3.841	1.028	4	902.537	107.080	8	4	3.220	1.777	2	1005.396	102.725	10
B2A03	0.05	3	3.215	0.291	11	772.142	218.723	4	4	3.355	0.793	4	937.485	31.028	30	4	3.998	1.314	3	1358.666	196.993	7
B2A04	0.05	3	3.264	1.534	2	640.585	79.909	8	4	1.845	0.478	4	572.871	156.156	4	4	2.066	0.689	3	617.910	176.411	4
B2A05	0.05	3	2.460	0.513	5	605.020	14.220	43	4	2.028	0.197	10	797.118	70.402	11	4	2.260	0.185	12	834.620	130.509	6
B2A06	0.05	3	3.750	1.272	3	877.854	268.379	3	4	2.956	0.598	5	1109.517	85.101	13	4	2.951	1.561	2	1197.138	137.515	9
B2A08	0.05	3	2.946	1.045	3	717.281	63.384	11	4	2.741	0.377	7	1033.430	88.654	12	4	2.514	1.023	2	1106.141	212.376	5
B2A09	0.05	3	2.863	0.427	7	880.757	294.853	3	4	2.757	0.261	11	1092.305	50.272	22	4	3.173	1.385	2	1331.792	151.409	9
B2A10	0.05	3	3.387	0.244	14	768.789	116.157	7	4	3.969	1.254	3	1061.737	124.467	9	4	3.295	2.049	2	1225.238	232.077	5
B2A12	0.05	3	3.790	1.276	3	882.141	51.096	17	4	3.232	1.237	3	921.180	111.016	8	4	2.578	0.972	3	986.119	165.759	6
B2A13	0.05	3	2.639	0.749	4	650.183	47.514	14	4	2.290	0.446	5	799.188	81.020	10	4	2.148	0.577	4	896.889	113.714	8
B2A14	0.05	3	3.139	0.776	4	742.300	73.882	10	4	2.979	0.250	12	871.128	79.632	11	4	3.138	1.214	3	1127.610	126.323	9
B2A15	0.05	3							4	2.900	0.556	5	876.345	13.436	65	4	1.597	0.134	12	687.997	300.191	2
B2A16	0.05	3	2.925	1.249	2	762.826	208.265	4	4	3.612	1.249	3	1071.714	107.887	10	4	2.380	0.400	6	953.892	234.696	4
B2A17	0.05	3							4	5.031	3.735	1	1271.498	496.537	3	4	2.762	0.589	5	1170.701	182.087	6
B2A18	0.05	3	2.905	0.574	5	809.203	184.097	4	4	3.570	1.697	2	1114.999	168.113	7	4	2.137	0.448	5	1120.545	225.247	5
B2A19	0.05	3	3.232	1.337	2	817.795	189.454	4	4	2.959	0.661	4	1069.049	134.513	8	4	2.371	0.389	6	925.443	327.676	3
B2A20	0.05	3	2.783	0.994	3	764.404	122.336	6	4	2.697	0.349	8	1070.583	224.473	5	4	1.941	0.427	5	1022.451	199.385	5
B2A21	0.05	3	3.455	0.580	6	919.836	275.773	3	4	3.566	1.553	2	1167.324	280.553	4	4	2.337	0.452	5	1114.401	238.253	5
B2A22	0.05	3	3.424	0.417	8	984.414	298.445	3	4	3.924	1.117	4	1184.171	189.488	6	4	3.461	0.993	3	982.645	414.944	2
B3A01	0.05	3	3.325	0.877	4	713.298	73.403	10	4	2.613	1.003	3	891.829	108.886	8	4	1.893	0.153	12	869.025	96.747	9
B3A02	0.05	3							4	2.374	0.242	10	976.518	173.000	6	4	1.824	0.618	3	792.572	118.426	7
B3A03	0.05	3	2.996	0.476	6	747.167	69.434	11	4	3.834	1.327	3	1056.778	203.449	5	4	2.037	0.266	8	1103.080	67.002	16
B3A04	0.05	3	3.267	0.658	5	752.545	103.248	7	4	3.946	1.105	4	885.158	172.349	5	4	2.525	0.667	4	1012.764	238.249	4
B3A05	0.05	3	3.361	0.964	3	916.822	216.473	4	4	3.730	1.114	3	1129.657	137.614	8	4	3.020	1.053	3	1261.980	305.293	4
B3A06	0.05	3	2.660	0.683	4	718.667	16.797	43	4	2.878	0.671	4	897.096	145.554	6	4	2.283	0.560	4	1043.378	191.624	5
B3A07	0.05	3	3.625	1.339	3	919.643	72.834	13	4	3.303	1.090	3	1101.525	142.787	8	4	2.277	0.218	10	1246.973	179.823	7
B3A08	0.05	3	3.244	0.573	6	744.039	70.530	11	4	2.497	0.640	4	901.976	105.150	9	4	1.979	0.610	3	950.011	179.782	5
B3A09	0.05	3	3.386	1.455	2	777.211	77.004	10	4	3.678	1.406	3	1025.294	122.312	8	4	2.944	0.541	5	1138.685	115.519	10
B3A11	0.05	3	3.463	0.855	4	919.958	268.298	3	4	2.930	0.876	3	946.661	130.314	7	4	2.586	0.320	8	1017.479	37.307	27
B3A12	0.05	3	2.790	0.886	3	847.689	146.979	6	4	2.249	0.893	3	893.011	241.278	4	4	1.644	0.263	6	927.706	65.516	14
B3A13	0.05	3	3.711	0.445	8	832.475	217.403	4	4	4.160	0.766	5	1075.021	106.547	10	4	2.627	1.035	3	935.016	229.781	4
B3A14	0.05	3	3.020	0.960	3	774.285	192.768	4	4	4.071	1.919	2	1189.181	266.846	4	4	3.029	0.172	18	1209.765	223.797	5
B3A16	0.05	3	3.160	1.111	3	849.938	234.047	4	4	2.978	0.541	6	1075.090	147.380	7	4	3.299	1.218	3	950.176	165.782	6
